SubPathway	Sample	Genus	GeneCountPerGenome	OTUAbundanceInSample	CountContributedByOTU	ContributionPercentOfSample	ContributionPercentOfAllSamples
Pentose_phosphate_pathway	NoAbx6wkrec37	unknownLachnospiraceae	26.6666666666667	20	459	4.17849207390527	0.180340750729369
Pentose_phosphate_pathway	NoAbx6wkrec38	unknownLachnospiraceae	25.1818181818182	11	217	3.11913139635921	0.0819953046275476
Pentose_phosphate_pathway	NoAbx6wkrec41	unknownLachnospiraceae	28	10.25	291.250000000005	4.04298736075363	0.14026216571872
Pentose_phosphate_pathway	NoAbx6wkrec43	unknownLachnospiraceae	26	6.75	159.75	2.76949422155117	0.0678541297539038
Pentose_phosphate_pathway	NoAbx6wkrec44	unknownLachnospiraceae	27.3333333333333	15.5	415	4.23030369997365	0.16939259425866
Unknown function	Cef6wkrec14	unknownLachnospiraceae	801.857142857143	16	12674	118.438051658356	6.21382223050082
Unknown function	Cef6wkrec15	unknownLachnospiraceae	768.916666666667	25	17442.25	168.956165068525	8.58529264938934
Unknown function	Cef6wkrec16	unknownLachnospiraceae	763.090909090909	16.16666666667	11483.7500000008	128.337745477922	5.82661292874953
Unknown function	NoAbx35	unknownLachnospiraceae	758.833333333333	30.83333333333	21896.4999999995	235.072965606912	11.8698270750286
Unknown function	NoAbx6wkrec37	unknownLachnospiraceae	772.916666666667	20	14090.5	174.703425309789	6.63485093110501
Unknown function	NoAbx6wkrec38	unknownLachnospiraceae	758.636363636364	11	7212	121.547936607104	3.41090771407131
Unknown function	NoAbx6wkrec41	unknownLachnospiraceae	793.818181818182	10.25	8299.50000000004	125.284684242208	4.26763774531741
Unknown function	NoAbx6wkrec43	unknownLachnospiraceae	780.5	6.75	4992.75	82.1606172591383	2.46199662579634
Unknown function	NoAbx6wkrec44	unknownLachnospiraceae	774.833333333333	15.5	11896.5	156.254763182026	5.88025023196984
C5-Branched_dibasic_acid_metabolism	Cef6wkrec14	unknownLachnospiraceae	8.42857142857143	16	132	0.43899662298952	0.021192621343578
C5-Branched_dibasic_acid_metabolism	Cef6wkrec15	unknownLachnospiraceae	8.16666666666667	25	179.5	0.63137371355597	0.02945091042477
C5-Branched_dibasic_acid_metabolism	Cef6wkrec16	unknownLachnospiraceae	8.09090909090909	16.16666666667	120.66666666667	0.42322599512672	0.019673376368075
C5-Branched_dibasic_acid_metabolism	NoAbx35	unknownLachnospiraceae	8	30.83333333333	226.83333333333	0.83243287555194	0.037068993423445
C5-Branched_dibasic_acid_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	8	20	139	0.57196829282821	0.022930904864922
C5-Branched_dibasic_acid_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	7.90909090909091	11	71	0.3152012009356	0.011865793776094
C5-Branched_dibasic_acid_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	8.45454545454546	10.25	87.75	0.35355788911787	0.0140129496409022
C5-Branched_dibasic_acid_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	8.33333333333333	6.75	52.75	0.21507127359645	0.00853844007336
C5-Branched_dibasic_acid_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	7.83333333333333	15.5	119.5	0.49190265290277	0.019383662447876
Valine_leucine_and_isoleucine_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	3.71428571428571	16	58	0.2612909204289	0.0138049707268927
Valine_leucine_and_isoleucine_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	3.58333333333333	25	77.25	0.37866130665043	0.0189985799906324
Valine_leucine_and_isoleucine_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	3.54545454545455	16.16666666667	52.25	0.25947209605676	0.0127270210023644
Valine_leucine_and_isoleucine_biosynthesis	NoAbx35	unknownLachnospiraceae	3.5	30.83333333333	98.00000000003	0.5660181317836	0.0239555331247841
Valine_leucine_and_isoleucine_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	3.5	20	59.5	0.38224190436773	0.0147566300058394
Valine_leucine_and_isoleucine_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	3.45454545454545	11	30	0.21154011300449	0.0075921953668672
Valine_leucine_and_isoleucine_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	3.72727272727273	10.25	38.750000000003	0.240457570172	0.0091502486833074
Valine_leucine_and_isoleucine_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	3.66666666666667	6.75	23	0.14146290110427	0.0055415671698131
Valine_leucine_and_isoleucine_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	3.41666666666667	15.5	52	0.34690872772095	0.0125684111225251
Glycerophospholipid_metabolism	Cef6wkrec14	unknownLachnospiraceae	9.42857142857143	16	148	2.10650225379289	0.0810327772511819
Glycerophospholipid_metabolism	Cef6wkrec15	unknownLachnospiraceae	9.83333333333333	25	233.5	2.86974766667635	0.145698171659817
Glycerophospholipid_metabolism	Cef6wkrec16	unknownLachnospiraceae	9.81818181818182	16.16666666667	159.16666666668	2.45716216564818	0.0967099417428758
Glycerophospholipid_metabolism	NoAbx35	unknownLachnospiraceae	10	30.83333333333	302.33333333333	3.17937939076216	0.198463597186604
Glycerophospholipid_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	9.5	20	189	2.39172788339451	0.114617303623117
Glycerophospholipid_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	9.72727272727273	11	103	1.81938069464563	0.0674272134172354
Glycerophospholipid_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	10.0909090909091	10.25	101.500000000001	1.67561326282078	0.0615303534182032
Glycerophospholipid_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	9.83333333333333	6.75	65.5	1.50888444498913	0.0450317399352487
Glycerophospholipid_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	9.75	15.5	150	2.12242213736913	0.0848351671095997
Methane_metabolism	Cef6wkrec14	unknownLachnospiraceae	5.42857142857143	16	84	1.35676385571459	0.0332546933574595
Methane_metabolism	Cef6wkrec15	unknownLachnospiraceae	5.41666666666667	25	121.5	1.63631228583171	0.049653896945906
Methane_metabolism	Cef6wkrec16	unknownLachnospiraceae	5.36363636363636	16.16666666667	80.83333333334	1.36581915096805	0.031646629632464
Methane_metabolism	NoAbx35	unknownLachnospiraceae	5.33333333333333	30.83333333333	155.66666666666	2.01751168141856	0.0702205614734525
Methane_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	5.41666666666667	20	104	1.69961526626614	0.051463770822047
Methane_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	5.54545454545455	11	54	1.45194532166128	0.026369371087726
Methane_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	5.36363636363636	10.25	58.499999999997	1.29022120215876	0.0267703826376355
Methane_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	5.66666666666667	6.75	36.5	1.19365505449102	0.0169172097506185
Methane_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	5.25	15.5	84	1.46901351650633	0.0389481494135405
Fatty_acid_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	10.7142857142857	16	170	0.85941285230206	0.0351634462903334
Fatty_acid_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	10.0833333333333	25	232.25	1.2519207457023	0.0503190117026158
Fatty_acid_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	10	16.16666666667	148.75000000001	0.8015102490715	0.0318786753115758
Fatty_acid_biosynthesis	NoAbx35	unknownLachnospiraceae	10	30.83333333333	288.16666666668	1.646017274816	0.0620640777123412
Fatty_acid_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	10.1666666666667	20	179.5	1.08880380918946	0.0390142450622946
Fatty_acid_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	9.90909090909091	11	93	0.65041256731515	0.0207702222643394
Fatty_acid_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	10.2727272727273	10.25	108.166666666669	0.61033968992086	0.0219045578504854
Fatty_acid_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	10.3333333333333	6.75	66.25	0.42055375957701	0.0137686240941472
Fatty_acid_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	10.1666666666667	15.5	153.5	0.9266482631089	0.0323105906441022
Polyketide_sugar_unit_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	5.71428571428571	16	90	0.70673046389736	0.0233093475988204
Polyketide_sugar_unit_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	5.5	25	126.25	1.02916730018728	0.0334495416018048
Polyketide_sugar_unit_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	5.45454545454545	16.16666666667	81.91666666668	0.68543387517634	0.0216871681949098
Polyketide_sugar_unit_biosynthesis	NoAbx35	unknownLachnospiraceae	5.33333333333333	30.83333333333	155	0.88995434384148	0.0410386913334362
Polyketide_sugar_unit_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	5.5	20	99.5	0.58447528885682	0.026412257897431
Polyketide_sugar_unit_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	5.45454545454545	11	52	0.32649906503854	0.0139676177366834
Polyketide_sugar_unit_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	5.45454545454545	10.25	58.416666666668	0.352569391293999	0.015056778743985
Polyketide_sugar_unit_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	5.66666666666667	6.75	36.5	0.26151347859846	0.0095083689329522
Polyketide_sugar_unit_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	5.5	15.5	83.5	0.53192163108549	0.0217847997511939
Butanoate_metabolism	Cef6wkrec14	unknownLachnospiraceae	10.1428571428571	16	158	2.75196604889384	0.151962286971701
Butanoate_metabolism	Cef6wkrec15	unknownLachnospiraceae	10.0833333333333	25	245.75	4.33882300329691	0.234287303569552
Butanoate_metabolism	Cef6wkrec16	unknownLachnospiraceae	10	16.16666666667	152.91666666667	3.11472622212152	0.13734812745319
Butanoate_metabolism	NoAbx35	unknownLachnospiraceae	9.75	30.83333333333	295.49999999999	6.56759227927414	0.300136742259381
Butanoate_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	9.83333333333333	20	178.5	4.98667594937792	0.18464903486823
Butanoate_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	10.1818181818182	11	102	3.89673711630649	0.104672432399508
Butanoate_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	9.27272727272727	10.25	102.166666666666	3.10689274428562	0.110562376684125
Butanoate_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	10.8333333333333	6.75	72.25	2.39531925277686	0.0798272749317138
Butanoate_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	9.25	15.5	139	3.94694874507868	0.138662649057371
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec14	unknownLachnospiraceae	19.2857142857143	16	300	4.86204205052362	0.249816463961932
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec15	unknownLachnospiraceae	18.1666666666667	25	391.5	6.69869886277984	0.342575526285288
Amino_sugar_and_nucleotide_sugar_metabolism	Cef6wkrec16	unknownLachnospiraceae	17.9090909090909	16.16666666667	254.6666666667	5.28192460497119	0.222802535606883
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx35	unknownLachnospiraceae	18.0833333333333	30.83333333333	503.8333333333	7.80785235255461	0.399534311011953
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	18.25	20	312	6.07874606780977	0.233174276551495
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	18.0909090909091	11	156	4.36936439379708	0.124376992583315
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	18.6363636363636	10.25	201.25	4.30203572560338	0.155338830907131
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	19.1666666666667	6.75	119.75	3.68244078096955	0.0984575995672419
Amino_sugar_and_nucleotide_sugar_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	18.0833333333333	15.5	275	5.577710552271	0.201428275097287
Pantothenate_and_CoA_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	7.28571428571429	16	118	1.56534121582686	0.0529672484497644
Pantothenate_and_CoA_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	7.33333333333333	25	189.75	2.46120011308791	0.0817568262650488
Pantothenate_and_CoA_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	7.36363636363636	16.16666666667	122.58333333335	1.89900055071539	0.0528747665846138
Pantothenate_and_CoA_biosynthesis	NoAbx35	unknownLachnospiraceae	7.41666666666667	30.83333333333	232.83333333332	2.48318205100538	0.0964129981353972
Pantothenate_and_CoA_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	7.25	20	145.5	1.6495231837199	0.0596818105634756
Pantothenate_and_CoA_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	7.18181818181818	11	82	1.0065796847196	0.0334236520138074
Pantothenate_and_CoA_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	7.54545454545455	10.25	73.666666666667	0.89436137658591	0.0322725450382373
Pantothenate_and_CoA_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	7.16666666666667	6.75	49.25	0.78640730178961	0.0214478632067902
Pantothenate_and_CoA_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	7.33333333333333	15.5	111	1.23310172019098	0.0467337872171772
Purine_metabolism	Cef6wkrec14	unknownLachnospiraceae	51.5714285714286	16	818	9.69466567125883	0.474189011425634
Purine_metabolism	Cef6wkrec15	unknownLachnospiraceae	49.6666666666667	25	1147.25	13.8485270728257	0.575608187730748
Purine_metabolism	Cef6wkrec16	unknownLachnospiraceae	49.3636363636364	16.16666666667	752.41666666676	9.91247879961156	0.380424625828437
Purine_metabolism	NoAbx35	unknownLachnospiraceae	48.9166666666667	30.83333333333	1428.49999999991	17.3491277536511	1.05850366077164
Purine_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	50	20	927.5	13.3564521217101	0.491033677464391
Purine_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	49.0909090909091	11	480	9.61739797665297	0.230362158948844
Purine_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	51	10.25	531.666666666667	11.0140440121397	0.365243482534688
Purine_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	50.1666666666667	6.75	323.75	6.3242978853522	0.177270863084097
Purine_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	50.25	15.5	772	10.5099620054298	0.441327543020857
Vitamin_B6_metabolism	Cef6wkrec14	unknownLachnospiraceae	2.71428571428571	16	42	0.75365114453649	0.021697102418154
Vitamin_B6_metabolism	Cef6wkrec15	unknownLachnospiraceae	2.75	25	61.25	0.9402101001064	0.035137065812537
Vitamin_B6_metabolism	Cef6wkrec16	unknownLachnospiraceae	2.72727272727273	16.16666666667	41.75000000001	0.73137236449675	0.023470301859993
Vitamin_B6_metabolism	NoAbx35	unknownLachnospiraceae	2.75	30.83333333333	81.5	1.11418333784438	0.046536999588888
Vitamin_B6_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	2.83333333333333	20	59.5	0.8339585519502	0.034803910660952
Vitamin_B6_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	2.90909090909091	11	30	0.56867341506654	0.018320909402528
Vitamin_B6_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	2.90909090909091	10.25	31.000000000001	0.3959849969611	0.0161736603011153
Vitamin_B6_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	2.83333333333333	6.75	18.25	0.29750863449861	0.009987573501026
Vitamin_B6_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	2.75	15.5	46	0.64310943793735	0.024898562334356
Terpenoid_backbone_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	12	16	192	1.27053210886685	0.051957510192246
Terpenoid_backbone_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	11.8333333333333	25	291	1.9704572435088	0.078807706612206
Terpenoid_backbone_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	11.8181818181818	16.16666666667	188.33333333336	1.27212692843663	0.051002795291049
Terpenoid_backbone_biosynthesis	NoAbx35	unknownLachnospiraceae	11.75	30.83333333333	357.33333333332	2.37015044169477	0.096996501895037
Terpenoid_backbone_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	11.8333333333333	20	230	1.60087393722224	0.062306995447916
Terpenoid_backbone_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	11.7272727272727	11	125	0.93879750684458	0.033872863652498
Terpenoid_backbone_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	11.9090909090909	10.25	122.166666666668	0.8461276657471	0.0330958480185996
Terpenoid_backbone_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	11.8333333333333	6.75	79	0.59190714458539	0.02139159615386
Terpenoid_backbone_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	11.8333333333333	15.5	182	1.26329592922104	0.049277881081763
Fructose_and_mannose_metabolism	Cef6wkrec14	unknownLachnospiraceae	25.2857142857143	16	396	8.62463394855805	0.380891663035128
Fructose_and_mannose_metabolism	Cef6wkrec15	unknownLachnospiraceae	24.75	25	478.5	12.521499182903	0.491133769217965
Fructose_and_mannose_metabolism	Cef6wkrec16	unknownLachnospiraceae	24.5454545454545	16.16666666667	367.00000000005	12.2556197381207	0.487939575879889
Fructose_and_mannose_metabolism	NoAbx35	unknownLachnospiraceae	22.5833333333333	30.83333333333	596.50000000006	10.4745987354996	0.567724216461647
Fructose_and_mannose_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	23.3333333333333	20	377	10.1299145354338	0.344310374948143
Fructose_and_mannose_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	22.1818181818182	11	170	7.9115019927059	0.148910303482963
Fructose_and_mannose_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	27.3636363636364	10.25	269.250000000005	7.94707830933512	0.287823803716166
Fructose_and_mannose_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	23.5	6.75	140.25	6.92274199214309	0.147946788231709
Fructose_and_mannose_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	23.75	15.5	358	9.23723649283423	0.410649935012489
Arginine_and_proline_metabolism	Cef6wkrec14	unknownLachnospiraceae	16.2857142857143	16	252	4.70944809856639	0.18350412228724
Arginine_and_proline_metabolism	Cef6wkrec15	unknownLachnospiraceae	15.8333333333333	25	359.5	5.36622631098568	0.258332137902253
Arginine_and_proline_metabolism	Cef6wkrec16	unknownLachnospiraceae	15.6363636363636	16.16666666667	229.16666666667	4.35310969441016	0.154862890095068
Arginine_and_proline_metabolism	NoAbx35	unknownLachnospiraceae	16.3333333333333	30.83333333333	477.66666666667	10.714941671863	0.846731116836317
Arginine_and_proline_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	16.4166666666667	20	322	9.63336466195629	1.05682003829674
Arginine_and_proline_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	16.8181818181818	11	166	8.68418670368486	0.450989031027567
Arginine_and_proline_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	16	10.25	177.333333333334	8.71640444276883	0.303002397403838
Arginine_and_proline_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	17	6.75	109.5	3.28372975481678	0.0901803848552025
Arginine_and_proline_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	16.25	15.5	260	9.69354319650477	0.682127565529375
Lysine_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	15.8571428571429	16	248	1.56003700737098	0.0694153113503568
Lysine_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	15.4166666666667	25	363	2.44254713245835	0.100748394000273
Lysine_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	15.2727272727273	16.16666666667	229.16666666669	1.50426215738674	0.0639262672738126
Lysine_biosynthesis	NoAbx35	unknownLachnospiraceae	16.4166666666667	30.83333333333	486.83333333337	3.23270810979835	0.135862544902454
Lysine_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	15.9166666666667	20	313	2.29710153561474	0.0880872351166538
Lysine_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	16.1818181818182	11	165	1.35928404185954	0.0460632202081998
Lysine_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	16	10.25	170.750000000003	1.29463146761939	0.0483039632281824
Lysine_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	16.3333333333333	6.75	106.75	0.84742486481336	0.0300236564931254
Lysine_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	16.3333333333333	15.5	253.5	1.94423072680781	0.0717012540923064
Pyrimidine_metabolism	Cef6wkrec14	unknownLachnospiraceae	26.8571428571429	16	424	2.93543725463651	0.127296651848112
Pyrimidine_metabolism	Cef6wkrec15	unknownLachnospiraceae	26.8333333333333	25	650	5.13152617162756	0.207777714977945
Pyrimidine_metabolism	Cef6wkrec16	unknownLachnospiraceae	26.7272727272727	16.16666666667	420.66666666673	3.23298674286724	0.132736268324054
Pyrimidine_metabolism	NoAbx35	unknownLachnospiraceae	27.9166666666667	30.83333333333	845.33333333334	6.2185065035274	0.272616355428462
Pyrimidine_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	27	20	538	4.30339225889481	0.167457674403188
Pyrimidine_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	27.3636363636364	11	291	2.59670931158532	0.0942745907745172
Pyrimidine_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	27.7272727272727	10.25	285.500000000007	2.13999889028984	0.0873019946010771
Pyrimidine_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	27.5	6.75	183	1.83459527806382	0.0590087639410766
Pyrimidine_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	27.25	15.5	423.5	3.18062496146267	0.127132627954364
Nitrogen_metabolism	Cef6wkrec14	unknownLachnospiraceae	7.71428571428571	16	122	1.47356198524434	0.0539563904082364
Nitrogen_metabolism	Cef6wkrec15	unknownLachnospiraceae	7.66666666666667	25	178.25	1.73510383415252	0.0678407477592388
Nitrogen_metabolism	Cef6wkrec16	unknownLachnospiraceae	7.63636363636364	16.16666666667	119.58333333331	1.47436740854163	0.0501128561491958
Nitrogen_metabolism	NoAbx35	unknownLachnospiraceae	8	30.83333333333	236.99999999999	2.36606433370419	0.129731699157693
Nitrogen_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	7.75	20	154.5	2.83163391001909	0.100556923640936
Nitrogen_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	7.72727272727273	11	80	1.73123285851418	0.0442134840487654
Nitrogen_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	8.27272727272727	10.25	83.583333333333	1.04463357802465	0.0503545114657928
Nitrogen_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	7.66666666666667	6.75	50	0.93174315841096	0.0232622676519652
Nitrogen_metabolism	NoAbx6wkrec44	unknownLachnospiraceae	8	15.5	125.5	2.18172408001681	0.0887347126266202
Folate_biosynthesis	Cef6wkrec14	unknownLachnospiraceae	5	16	80	1.14280376058322	0.0622104458943365
Folate_biosynthesis	Cef6wkrec15	unknownLachnospiraceae	5.75	25	141	3.76930841664702	0.121663270696527
Folate_biosynthesis	Cef6wkrec16	unknownLachnospiraceae	5.81818181818182	16.16666666667	105.1666666667	3.83717686081694	0.146226357008475
Folate_biosynthesis	NoAbx35	unknownLachnospiraceae	5.75	30.83333333333	180.83333333333	2.11991455090095	0.113309238692982
Folate_biosynthesis	NoAbx6wkrec37	unknownLachnospiraceae	5.25	20	115	2.18899928881701	0.076853924703382
Folate_biosynthesis	NoAbx6wkrec38	unknownLachnospiraceae	5.36363636363636	11	64	1.80147602621015	0.039437224940249
Folate_biosynthesis	NoAbx6wkrec41	unknownLachnospiraceae	6.09090909090909	10.25	55.250000000003	1.10422213432183	0.0462028514194155
Folate_biosynthesis	NoAbx6wkrec43	unknownLachnospiraceae	5.16666666666667	6.75	35.75	1.09724911582856	0.0242658294974785
Folate_biosynthesis	NoAbx6wkrec44	unknownLachnospiraceae	5.58333333333333	15.5	87.5	1.33596895901944	0.0630330535110505
Carbon_fixation_pathways_in_prokaryotes	Cef6wkrec14	unknownLachnospiraceae	8	16	128	1.68186677168011	0.0899669738947648
Carbon_fixation_pathways_in_prokaryotes	Cef6wkrec15	unknownLachnospiraceae	7.41666666666667	25	165	2.08831890776757	0.0988214743464856
Carbon_fixation_pathways_in_prokaryotes	Cef6wkrec16	unknownLachnospiraceae	7.36363636363636	16.16666666667	109.33333333334	1.30962062177177	0.0649968715902636
Carbon_fixation_pathways_in_prokaryotes	NoAbx35	unknownLachnospiraceae	7.33333333333333	30.83333333333	206.33333333332	2.46570721081468	0.109850868741424
Carbon_fixation_pathways_in_prokaryotes	NoAbx6wkrec37	unknownLachnospiraceae	7.58333333333333	20	135	1.85860991868253	0.0607217454516802
Carbon_fixation_pathways_in_prokaryotes	NoAbx6wkrec38	unknownLachnospiraceae	7.18181818181818	11	66	1.01948143548945	0.0262575889565888
Carbon_fixation_pathways_in_prokaryotes	NoAbx6wkrec41	unknownLachnospiraceae	7.81818181818182	10.25	81.166666666663	0.90220920473357	0.0370908341301939
Carbon_fixation_pathways_in_prokaryotes	NoAbx6wkrec43	unknownLachnospiraceae	7.33333333333333	6.75	46	0.43241434022414	0.0155492154833934
Carbon_fixation_pathways_in_prokaryotes	NoAbx6wkrec44	unknownLachnospiraceae	8.08333333333333	15.5	121.5	1.4073672683285	0.0778476958688584
Oxidative_phosphorylation	Cef6wkrec14	unknownLachnospiraceae	22.4285714285714	16	356	2.53291466545061	0.119165232015225
Oxidative_phosphorylation	Cef6wkrec15	unknownLachnospiraceae	23.25	25	570.5	4.28994622018061	0.190622741214865
Oxidative_phosphorylation	Cef6wkrec16	unknownLachnospiraceae	23.2727272727273	16.16666666667	383.00000000001	2.84095380701083	0.128030389350448
Oxidative_phosphorylation	NoAbx35	unknownLachnospiraceae	24.75	30.83333333333	763.5	5.91339669118433	0.256443343133453
Oxidative_phosphorylation	NoAbx6wkrec37	unknownLachnospiraceae	23.4166666666667	20	504	4.66432882232728	0.169954001161801
Oxidative_phosphorylation	NoAbx6wkrec38	unknownLachnospiraceae	23.8181818181818	11	271	2.6884856107201	0.0911035442533876
Oxidative_phosphorylation	NoAbx6wkrec41	unknownLachnospiraceae	25	10.25	247.750000000001	2.25019811586642	0.0833928769498621
Oxidative_phosphorylation	NoAbx6wkrec43	unknownLachnospiraceae	23	6.75	155.25	1.34960159185213	0.0520683829170073
Oxidative_phosphorylation	NoAbx6wkrec44	unknownLachnospiraceae	23.5	15.5	382	3.37207180617136	0.128964617032782
Sulfur_metabolism	Cef6wkrec14	unknownLachnospiraceae	5	16	80	2.29087978624509	0.121972017316276
Sulfur_metabolism	Cef6wkrec15	unknownLachnospiraceae	6.08333333333333	25	187	11.0097372851005	0.694087709104853
Sulfur_metabolism	Cef6wkrec16	unknownLachnospiraceae	6.18181818181818	16.16666666667	117.83333333336	10.2899208594111	0.41338331926048
Sulfur_metabolism	NoAbx35	unknownLachnospiraceae	6.25	30.83333333333	225.49999999998	10.2223413560148	0.842052695915686
Sulfur_metabolism	NoAbx6wkrec37	unknownLachnospiraceae	5.5	20	130	9.42736097893234	0.428563573046884
Sulfur_metabolism	NoAbx6wkrec38	unknownLachnospiraceae	6.18181818181818	11	88	8.58872442246482	0.366624903192839
Sulfur_metabolism	NoAbx6wkrec41	unknownLachnospiraceae	5.54545454545455	10.25	51.583333333334	6.69599947799912	0.086007755950195
Sulfur_metabolism	NoAbx6wkrec43	unknownLachnospiraceae	6.16666666666667	6.75	47.75	8.31955780115284	0.167636405161519
