Genus	Sample	SubPathway	GeneCountPerGenome	OTUAbundanceInSample	CountContributedByOTU	ContributionPercentOfSample	ContributionPercentOfAllSamples
5	NoAbx34	00300 Lysine biosynthesis	14.4879725085911	478.999999999957	6939.7388316145	0.000170465425269433	6.46135688905287e-06
5	NoAbx36	00300 Lysine biosynthesis	14.1082251082251	281.499999999944	3971.46536796458	0.000120209061361691	3.69769752689135e-06
5	NoAbx6wkrec43	00300 Lysine biosynthesis	14.2545454545455	308.41666666665	4396.33939393916	0.000125699165168218	4.0932834100667e-06
5	NoAbx6wkrec44	00300 Lysine biosynthesis	13.8136363636364	218.333333333271	3015.97727272641	9.06281183138303e-05	2.80807477070777e-06
5	Cef6wkrec13	00300 Lysine biosynthesis	14.3141762452107	425.33333333332	6088.29629629611	0.000150684289387898	5.66860744635774e-06
5	Cef6wkrec17	00300 Lysine biosynthesis	14.6120996441281	785.500000000007	11477.8042704627	0.000197583547648023	1.06865966419807e-05
5	Cef6wkrec19	00300 Lysine biosynthesis	14.4143835616438	849.499999999886	12245.0188356148	0.000212463578123809	1.14009242609603e-05
5	NoAbx6wkrec41	00300 Lysine biosynthesis	14.406374501992	349.833333333127	5039.83001327724	0.000134849494126372	4.69241583380573e-06
6	Cef6wkrec13	00300 Lysine biosynthesis	16.6204819277108	151	2509.69277108434	6.21144657533919e-05	2.33669033796757e-06
6	Cef6wkrec17	00300 Lysine biosynthesis	16.0196078431373	117.66666666667	1884.9738562092	3.2448699503618e-05	1.75503561546399e-06
6	Cef6wkrec18	00300 Lysine biosynthesis	15.9274193548387	245.8333333333	3915.49059139732	7.3197904692562e-05	3.64558129932694e-06
6	NoAbx29	00300 Lysine biosynthesis	16.2740740740741	114.08333333333	1856.6006172839	6.05110855987951e-05	1.72861824915625e-06
6	NoAbx31	00300 Lysine biosynthesis	16.6861313868613	147.91666666669	2468.15693430696	6.99791336238986e-05	2.29801772050804e-06
6	NoAbx32	00300 Lysine biosynthesis	16.9134615384615	129.750000000003	2194.52163461544	6.29522394613817e-05	2.04324511715078e-06
6	NoAbx33	00300 Lysine biosynthesis	16.8175675675676	153.83333333334	2587.10247747759	6.44339746715275e-05	2.40876390612622e-06
6	NoAbx34	00300 Lysine biosynthesis	16.0805369127517	131.083333333327	2107.8903803131	5.17775148056724e-05	1.96258567659033e-06
6	NoAbx36	00300 Lysine biosynthesis	16.787037037037	70.33333333333	1180.68827160488	3.57372948623043e-05	1.09929904895042e-06
6	NoAbx6wkrec40	00300 Lysine biosynthesis	16.6190476190476	135.24999999997	2247.72619047569	7.28772514503842e-05	2.09278208559844e-06
6	Cef6wkrec19	00300 Lysine biosynthesis	15.4	146.25	2252.25	3.90788368930527e-05	2.0969940521499e-06
6	Cef6wkrec20	00300 Lysine biosynthesis	15.6172839506173	144.75	2260.60185185185	3.67122143426404e-05	2.10477017987008e-06
6	NoAbx6wkrec42	00300 Lysine biosynthesis	15.7716535433071	148.25	2338.14763779528	6.65299326956198e-05	2.17697044711069e-06
Ruminococcus	Cef6wkrec13	00300 Lysine biosynthesis	10.25	68	697	1.72506304870969e-05	6.48953204283931e-07
Ruminococcus	Cef6wkrec17	00300 Lysine biosynthesis	9.84615384615385	133	1309.53846153846	2.25429227503173e-05	1.21926711728613e-06
Ruminococcus	Cef6wkrec19	00300 Lysine biosynthesis	12	108	1296	2.24869231272711e-05	1.20666191212622e-06
Ruminococcus	Cef6wkrec20	00300 Lysine biosynthesis	10.88	79	859.52	1.39586201108068e-05	8.00270097770623e-07
Ruminococcus	NoAbx29	00300 Lysine biosynthesis	10.25	25	256.25	8.35180465865384e-06	2.38585736869092e-07
Ruminococcus	NoAbx32	00300 Lysine biosynthesis	10.25	157	1609.25	4.6163086184831e-05	1.4983184275379e-06
Ruminococcus	NoAbx6wkrec37	00300 Lysine biosynthesis	10.88	160	1740.8	4.68330637588736e-05	1.62080019801645e-06
Ruminococcus	NoAbx6wkrec40	00300 Lysine biosynthesis	10.88	131	1425.28	4.62113621255716e-05	1.32703016212597e-06
Ruminococcus	NoAbx6wkrec41	00300 Lysine biosynthesis	10.25	120	1230	3.29108079713946e-05	1.14521153697164e-06
Ruminococcus	NoAbx6wkrec42	00300 Lysine biosynthesis	10.25	136	1394	3.96650428221652e-05	1.29790640856786e-06
Ruminococcus	NoAbx6wkrec43	00300 Lysine biosynthesis	9.56521739130435	44	420.869565217391	1.20334096738459e-05	3.91857464753818e-07
Ruminococcus	NoAbx6wkrec44	00300 Lysine biosynthesis	10.88	115	1251.2	3.75977308117304e-05	1.16495014232432e-06
5	Cef2dayrec28	00300 Lysine biosynthesis	15	6.66666666666	99.9999999999	6.93509446820304e-06	9.31066290219917e-08
5	NoAbx31	00300 Lysine biosynthesis	14.532	284.50000000007	4134.35400000102	0.000117220468031466	3.84935764124067e-06
5	NoAbx32	00300 Lysine biosynthesis	14.4876033057851	264.333333333283	3829.55647382847	0.000109854991798056	3.56557093927871e-06
5	NoAbx33	00300 Lysine biosynthesis	14.3848797250859	324.49999999985	4667.89347078822	0.000116257833728878	4.34611825699291e-06
5	NoAbx35	00300 Lysine biosynthesis	14.2587064676617	266.16666666661	3795.19237147515	9.63173745334865e-05	3.53357568198383e-06
5	NoAbx6wkrec38	00300 Lysine biosynthesis	14.5267175572519	306.666666666683	4454.86005089082	0.000132090231052097	4.14777002103598e-06
5	NoAbx6wkrec40	00300 Lysine biosynthesis	14.0226244343891	166.749999999977	2338.27262443407	7.5813007265964e-05	2.17708681795679e-06
5	NoAbx6wkrec42	00300 Lysine biosynthesis	13.9763033175355	308.83333333324	4316.34834123092	0.000122817892245557	4.01880643737079e-06
4	NoAbx6wkrec37	00300 Lysine biosynthesis	9	230.999999999994	2078.99999999995	5.59317207919897e-05	1.93568681736909e-06
4	NoAbx6wkrec38	00300 Lysine biosynthesis	9	371.999999999583	3347.99999999625	9.92709284938124e-05	3.1172099396559e-06
4	NoAbx6wkrec42	00300 Lysine biosynthesis	9	371.999999999997	3347.99999999997	9.52643926604075e-05	3.11720993965937e-06
6	Cef6wkrec14	00300 Lysine biosynthesis	15.9333333333333	170	2708.66666666667	4.62489578229213e-05	2.5219482247782e-06
6	Cef6wkrec15	00300 Lysine biosynthesis	15.5793650793651	251.25	3914.31547619048	7.06939527978751e-05	3.64448718917072e-06
6	Cef6wkrec16	00300 Lysine biosynthesis	15.4434782608696	162.75000000003	2513.42608695698	4.46705827239323e-05	2.34016630252734e-06
6	NoAbx35	00300 Lysine biosynthesis	16.4803149606299	316.8333333333	5221.51312335903	0.000132515663478372	4.86157485310537e-06
6	NoAbx6wkrec37	00300 Lysine biosynthesis	16.0078125	209.5	3353.63671875	9.02235077397279e-05	3.12245809847498e-06
6	NoAbx6wkrec38	00300 Lysine biosynthesis	16.2905982905983	111	1808.25641025641	5.36162762249831e-05	1.6836065876655e-06
6	NoAbx6wkrec41	00300 Lysine biosynthesis	16.1034482758621	111.333333333333	1792.85057471264	4.79708625900585e-05	1.66926273351801e-06
6	NoAbx6wkrec43	00300 Lysine biosynthesis	16.4375	70.25	1154.734375	3.30159102658563e-05	1.07513425072174e-06
6	NoAbx6wkrec44	00300 Lysine biosynthesis	16.3488372093023	168.5	2754.77906976744	8.27792854147261e-05	2.56488192886641e-06
4	NoAbx6wkrec39	00300 Lysine biosynthesis	9	278.999999999955	2510.99999999959	6.41140495272569e-05	2.33790745474417e-06
4	NoAbx6wkrec44	00300 Lysine biosynthesis	9	374.999999999967	3374.9999999997	0.000101416513338858	3.14234872949509e-06
5	Cef2dayrec21	00300 Lysine biosynthesis	12	3.33333333333	39.99999999996	2.85270208297471e-06	3.72426516087967e-08
Oscillospira	Cef6wkrec13	00300 Lysine biosynthesis	12.3076923076923	66.25	815.384615384615	2.01806294187426e-05	7.59177128949307e-07
Oscillospira	Cef6wkrec14	00300 Lysine biosynthesis	12.4255319148936	78.75	978.510638297872	1.67075180555937e-05	9.11058269941634e-07
Oscillospira	Cef6wkrec15	00300 Lysine biosynthesis	12	67.5	810	1.46288928714576e-05	7.54163695078887e-07
Oscillospira	Cef6wkrec16	00300 Lysine biosynthesis	12	67.5	810	1.43959562583327e-05	7.54163695078887e-07
Oscillospira	Cef6wkrec19	00300 Lysine biosynthesis	12.4545454545455	66.75	831.340909090909	1.44246135148788e-05	7.740334961361e-07
Oscillospira	Cef6wkrec20	00300 Lysine biosynthesis	12.2173913043478	54.75	668.902173913043	1.086298321964e-05	6.22792265585878e-07
Oscillospira	NoAbx35	00300 Lysine biosynthesis	12	40.5	486	1.23340899331224e-05	4.52498217047332e-07
Oscillospira	NoAbx36	00300 Lysine biosynthesis	12.2173913043478	229	2797.78260869565	8.46838106655162e-05	2.60492107432267e-06
Oscillospira	NoAbx6wkrec38	00300 Lysine biosynthesis	12.3076923076923	70.5	867.692307692308	2.57277840596328e-05	8.07879057976243e-07
Oscillospira	NoAbx6wkrec39	00300 Lysine biosynthesis	12	60.75	729	1.86137563143679e-05	6.78747325570998e-07
Oscillospira	NoAbx6wkrec40	00300 Lysine biosynthesis	12.1369863013699	72.25	876.897260273973	2.84313375908187e-05	8.16449479028113e-07
Oscillospira	NoAbx6wkrec41	00300 Lysine biosynthesis	12.15625	61	741.53125	1.98409695719823e-05	6.90414750020328e-07
Ruminococcus	Cef6wkrec14	00300 Lysine biosynthesis	9.56521739130435	60	573.913043478261	9.79924199182272e-06	5.34351088300661e-07
Ruminococcus	Cef6wkrec15	00300 Lysine biosynthesis	8	56	448	8.09104198322591e-06	4.1711769801894e-07
Ruminococcus	Cef6wkrec16	00300 Lysine biosynthesis	8	42	336	5.97165592938247e-06	3.12838273514205e-07
Ruminococcus	NoAbx31	00300 Lysine biosynthesis	9.56521739130435	98	937.391304347826	2.65776581841448e-05	8.72773444224412e-07
Ruminococcus	NoAbx34	00300 Lysine biosynthesis	9.2	107	984.4	2.41804725951323e-05	9.16541656093403e-07
Ruminococcus	NoAbx36	00300 Lysine biosynthesis	8	56	448	1.35601483332683e-05	4.1711769801894e-07
Ruminococcus	NoAbx6wkrec39	00300 Lysine biosynthesis	10.25	97	994.25	2.53864570858166e-05	9.25712659052078e-07
Ruminococcus	Cef6wkrec18	00300 Lysine biosynthesis	9.56521739130435	99	946.95652173913	1.77028220623369e-05	8.8167929569609e-07
Ruminococcus	NoAbx33	00300 Lysine biosynthesis	12	126	1512	3.76576384397179e-05	1.40777223081392e-06
Ruminococcus	NoAbx35	00300 Lysine biosynthesis	10.25	69	707.25	1.79491463069975e-05	6.58496633758695e-07
Ruminococcus	NoAbx6wkrec38	00300 Lysine biosynthesis	12	63	756	2.24160161115312e-05	7.03886115406961e-07
Oscillospira	Cef6wkrec17	00300 Lysine biosynthesis	12.15625	101.5	1233.859375	2.12401524600527e-05	1.14880487093546e-06
Oscillospira	Cef6wkrec18	00300 Lysine biosynthesis	12.3076923076923	88.75	1092.30769230769	2.0420080827715e-05	1.01701087085662e-06
Oscillospira	NoAbx29	00300 Lysine biosynthesis	12	24.75	297	9.67994530193245e-06	2.76526688195592e-07
Oscillospira	NoAbx31	00300 Lysine biosynthesis	12.2702702702703	56.75	696.337837837838	1.97431200277844e-05	6.48336687416082e-07
Oscillospira	NoAbx32	00300 Lysine biosynthesis	12	31.5	378	1.08433410457456e-05	3.5194305770348e-07
Oscillospira	NoAbx33	00300 Lysine biosynthesis	12.3571428571429	66.5	821.75	2.04663785633851e-05	7.65103723988982e-07
Oscillospira	NoAbx34	00300 Lysine biosynthesis	12.1818181818182	29.5	359.363636363636	8.82728825759651e-06	3.34591367749365e-07
Oscillospira	NoAbx6wkrec37	00300 Lysine biosynthesis	12.15625	54.5	662.515625	1.78237801624971e-05	6.16845965182096e-07
Oscillospira	NoAbx6wkrec42	00300 Lysine biosynthesis	12	42.75	513	1.45969633915142e-05	4.77637006883295e-07
Oscillospira	NoAbx6wkrec44	00300 Lysine biosynthesis	12.2702702702703	60.5	742.351351351351	2.23071661411704e-05	6.91178318743136e-07
Oscillospira	Cef2dayrec28	00300 Lysine biosynthesis	12	2.25	27	1.87247550641669e-06	2.51387898359629e-08
Oscillospira	NoAbx6wkrec43	00300 Lysine biosynthesis	12.3076923076923	210.5	2590.76923076923	7.4074701762142e-05	2.41217789651063e-06
7	NoAbx6wkrec41	00300 Lysine biosynthesis	12.0519480519481	39.083333333337	471.030303030347	1.26032421558858e-05	4.38560436824067e-07
6	NoAbx6wkrec39	00300 Lysine biosynthesis	17.1770833333333	132.41666666667	2274.53211805561	5.80762504453913e-05	2.11774018114621e-06
7	Cef6wkrec14	00300 Lysine biosynthesis	11.7567567567568	73	858.243243243243	1.46540200191597e-05	7.99081352593595e-07
7	Cef6wkrec18	00300 Lysine biosynthesis	12.5087719298246	63.91666666663	799.519005847495	1.49465602390917e-05	7.44405194735487e-07
7	NoAbx33	00300 Lysine biosynthesis	12.0344827586207	33.666666666663	405.160919540186	1.00908752764206e-05	3.77231674298748e-07
7	NoAbx6wkrec43	00300 Lysine biosynthesis	11.4576271186441	40.333333333326	462.124293785227	1.32129557633419e-05	4.3026835183554e-07
3	Cef6wkrec13	00300 Lysine biosynthesis	8	45.33333333336	362.66666666688	8.97593781442968e-06	3.37666707920293e-07
3	NoAbx29	00300 Lysine biosynthesis	8	16	128	4.17182827827392e-06	1.19176485148269e-07
3	NoAbx31	00300 Lysine biosynthesis	8	48	384	1.08874711077165e-05	3.57529455444806e-07
3	NoAbx32	00300 Lysine biosynthesis	8	34.66666666664	277.33333333312	7.95560824519701e-06	2.5821571782105e-07
3	NoAbx33	00300 Lysine biosynthesis	8	61.33333333336	490.66666666688	1.22204682061924e-05	4.56843193068561e-07
3	NoAbx34	00300 Lysine biosynthesis	8	66.66666666664	533.33333333312	1.31006217500326e-05	4.96568688117587e-07
3	NoAbx35	00300 Lysine biosynthesis	8	48	384	9.74545377431891e-06	3.57529455444806e-07
3	NoAbx36	00300 Lysine biosynthesis	8	53.33333333336	426.66666666688	1.29144269840715e-05	3.97254950494427e-07
3	NoAbx6wkrec37	00300 Lysine biosynthesis	8	117.3333333336	938.6666666688	2.52531226151363e-05	8.73960891089289e-07
3	NoAbx6wkrec38	00300 Lysine biosynthesis	8	82.6666666664	661.3333333312	1.96090722950328e-05	6.15745173264068e-07
3	NoAbx6wkrec39	00300 Lysine biosynthesis	8	90.6666666664	725.3333333312	1.85201343118178e-05	6.75333415838202e-07
3	NoAbx6wkrec40	00300 Lysine biosynthesis	8	37.33333333336	298.66666666688	9.68356637866283e-06	2.78078465346159e-07
3	NoAbx6wkrec41	00300 Lysine biosynthesis	8	125.3333333336	1002.6666666688	2.68281057935408e-05	9.33549133663423e-07
3	NoAbx6wkrec42	00300 Lysine biosynthesis	8	34.66666666664	277.33333333312	7.89127585557534e-06	2.5821571782105e-07
3	NoAbx6wkrec43	00300 Lysine biosynthesis	8	45.33333333336	362.66666666688	1.03692852506369e-05	3.37666707920293e-07
3	NoAbx6wkrec44	00300 Lysine biosynthesis	8	61.33333333336	490.66666666688	1.47442081614693e-05	4.56843193068561e-07
Turicibacter	Cef6wkrec13	00300 Lysine biosynthesis	12	9	108	2.67298148150138e-06	1.00555159343852e-07
Turicibacter	Cef6wkrec14	00300 Lysine biosynthesis	12	18	216	3.68807834964964e-06	2.01110318687703e-07
Turicibacter	Cef6wkrec15	00300 Lysine biosynthesis	12	4.5	54	9.75259524763837e-07	5.02775796719258e-08
Turicibacter	Cef6wkrec16	00300 Lysine biosynthesis	12	15.75	189	3.35905646027764e-06	1.7597152885174e-07
Turicibacter	Cef6wkrec17	00300 Lysine biosynthesis	12	6.75	81	1.39436663863276e-06	7.54163695078887e-08
Turicibacter	Cef6wkrec18	00300 Lysine biosynthesis	12	18	216	4.03799908198758e-06	2.01110318687703e-07
Turicibacter	Cef6wkrec19	00300 Lysine biosynthesis	12	11.25	135	2.34238782575741e-06	1.25693949179814e-07
Turicibacter	Cef6wkrec20	00300 Lysine biosynthesis	12	18	216	3.50784384765248e-06	2.01110318687703e-07
Turicibacter	NoAbx29	00300 Lysine biosynthesis	12	2.25	27	8.79995027448405e-07	2.51387898359629e-08
Turicibacter	NoAbx32	00300 Lysine biosynthesis	12	6.75	81	2.3235730812312e-06	7.54163695078887e-08
Turicibacter	NoAbx33	00300 Lysine biosynthesis	12	2.25	27	6.72457829280678e-07	2.51387898359629e-08
Turicibacter	NoAbx6wkrec37	00300 Lysine biosynthesis	12	11.25	135	3.63192992155787e-06	1.25693949179814e-07
Turicibacter	NoAbx6wkrec38	00300 Lysine biosynthesis	12	6.75	81	2.40171601194977e-06	7.54163695078887e-08
Turicibacter	NoAbx6wkrec39	00300 Lysine biosynthesis	12	2.25	27	6.89398382013626e-07	2.51387898359629e-08
Turicibacter	NoAbx6wkrec40	00300 Lysine biosynthesis	12	2.25	27	8.75411692713314e-07	2.51387898359629e-08
Turicibacter	NoAbx6wkrec44	00300 Lysine biosynthesis	12	2.25	27	8.11332106710934e-07	2.51387898359629e-08
8	Cef2dayrec25	00300 Lysine biosynthesis	9	181.8	1636.2	8.88410079667721e-05	1.52341066405935e-06
8	Cef2dayrec26	00300 Lysine biosynthesis	9	261	2349	0.000115624977285645	2.18707471572877e-06
Bacteroides	Cef6wkrec13	00300 Lysine biosynthesis	10	12.6	126	3.11847839508495e-06	1.17314352567827e-07
Bacteroides	NoAbx29	00300 Lysine biosynthesis	10	32.4	324	1.05599403293809e-05	3.01665478031555e-07
Bacteroides	NoAbx31	00300 Lysine biosynthesis	10	36	360	1.02070041634842e-05	3.35183864479505e-07
Bacteroides	NoAbx32	00300 Lysine biosynthesis	10	32.4	324	9.29429232492481e-06	3.01665478031555e-07
Bacteroides	NoAbx33	00300 Lysine biosynthesis	10	23.4	234	5.82796785376587e-06	2.17869511911678e-07
Bacteroides	NoAbx34	00300 Lysine biosynthesis	10	7.2	72	1.76858393625511e-06	6.7036772895901e-08
Bacteroides	NoAbx35	00300 Lysine biosynthesis	10	43.2	432	1.09636354961088e-05	4.02220637375406e-07
Bacteroides	NoAbx36	00300 Lysine biosynthesis	10	43.2	432	1.30758573213658e-05	4.02220637375406e-07
Bacteroides	NoAbx6wkrec37	00300 Lysine biosynthesis	10	50.4	504	1.35592050404827e-05	4.69257410271307e-07
Bacteroides	NoAbx6wkrec38	00300 Lysine biosynthesis	10	41.4	414	1.22754373944099e-05	3.85461444151431e-07
Bacteroides	NoAbx6wkrec39	00300 Lysine biosynthesis	10	28.8	288	7.35358274147868e-06	2.68147091583604e-07
Bacteroides	NoAbx6wkrec40	00300 Lysine biosynthesis	10	46.8	468	1.51738026736974e-05	4.35739023823357e-07
Bacteroides	NoAbx6wkrec41	00300 Lysine biosynthesis	10	43.2	432	1.15589179216605e-05	4.02220637375406e-07
Bacteroides	NoAbx6wkrec42	00300 Lysine biosynthesis	10	55.8	558	1.58773987767347e-05	5.19534989943233e-07
Bacteroides	NoAbx6wkrec43	00300 Lysine biosynthesis	10	21.6	216	6.17582430368452e-06	2.01110318687703e-07
Bacteroides	NoAbx6wkrec44	00300 Lysine biosynthesis	10	21.6	216	6.49065685368747e-06	2.01110318687703e-07
rc4-4	Cef6wkrec13	00300 Lysine biosynthesis	12	9	108	2.67298148150138e-06	1.00555159343852e-07
rc4-4	NoAbx29	00300 Lysine biosynthesis	12	4.5	54	1.75999005489681e-06	5.02775796719258e-08
rc4-4	NoAbx31	00300 Lysine biosynthesis	12	2.999999999997	35.999999999964	1.0207004163474e-06	3.3518386447917e-08
rc4-4	NoAbx32	00300 Lysine biosynthesis	12	6.000000000003	72.000000000036	2.06539829442877e-06	6.70367728959346e-08
rc4-4	NoAbx33	00300 Lysine biosynthesis	12	9	108	2.68983131712271e-06	1.00555159343852e-07
rc4-4	NoAbx34	00300 Lysine biosynthesis	12	7.499999999997	89.999999999964	2.210729920318e-06	8.37959661198428e-08
rc4-4	NoAbx36	00300 Lysine biosynthesis	12	4.5	54	1.63448216517073e-06	5.02775796719258e-08
rc4-4	NoAbx6wkrec37	00300 Lysine biosynthesis	12	6.000000000003	72.000000000036	1.9370292914985e-06	6.70367728959346e-08
rc4-4	NoAbx6wkrec38	00300 Lysine biosynthesis	12	7.499999999997	89.999999999964	2.66857334660978e-06	8.37959661198428e-08
rc4-4	NoAbx6wkrec39	00300 Lysine biosynthesis	12	9	108	2.75759352805451e-06	1.00555159343852e-07
rc4-4	NoAbx6wkrec40	00300 Lysine biosynthesis	12	9	108	3.50164677085326e-06	1.00555159343852e-07
rc4-4	NoAbx6wkrec41	00300 Lysine biosynthesis	12	4.5	54	1.44486474020757e-06	5.02775796719258e-08
rc4-4	NoAbx6wkrec42	00300 Lysine biosynthesis	12	7.499999999997	89.999999999964	2.56087077044006e-06	8.37959661198428e-08
rc4-4	NoAbx6wkrec44	00300 Lysine biosynthesis	12	7.499999999997	89.999999999964	2.70444035570203e-06	8.37959661198428e-08
Lactobacillus	NoAbx29	00300 Lysine biosynthesis	11	1.66666666667	18.33333333337	5.97527487774803e-07	1.7069548654083e-08
[Ruminococcus]	Cef6wkrec13	00300 Lysine biosynthesis	16	40	640	1.58398902607489e-05	5.95882425741343e-07
[Ruminococcus]	Cef6wkrec14	00300 Lysine biosynthesis	16	100	1600	2.73190988862936e-05	1.48970606435336e-06
[Ruminococcus]	Cef6wkrec15	00300 Lysine biosynthesis	16	10	160	2.88965785115211e-06	1.48970606435336e-07
[Ruminococcus]	Cef6wkrec16	00300 Lysine biosynthesis	16	60	960	1.70618740839499e-05	8.93823638612014e-07
[Ruminococcus]	Cef6wkrec17	00300 Lysine biosynthesis	16	50	800	1.37715223568668e-05	7.44853032176678e-07
[Ruminococcus]	Cef6wkrec18	00300 Lysine biosynthesis	16	50	800	1.49555521555096e-05	7.44853032176678e-07
[Ruminococcus]	Cef6wkrec19	00300 Lysine biosynthesis	16	40	640	1.11046533961833e-05	5.95882425741343e-07
[Ruminococcus]	Cef6wkrec20	00300 Lysine biosynthesis	16	20	320	5.19680570022589e-06	2.97941212870671e-07
[Ruminococcus]	NoAbx29	00300 Lysine biosynthesis	16	40	640	2.08591413913696e-05	5.95882425741343e-07
[Ruminococcus]	NoAbx32	00300 Lysine biosynthesis	16	30	480	1.37693219628516e-05	4.46911819306007e-07
[Ruminococcus]	NoAbx34	00300 Lysine biosynthesis	16	20	320	7.8603730500227e-06	2.97941212870671e-07
[Ruminococcus]	NoAbx35	00300 Lysine biosynthesis	16	90	1440	3.65454516536959e-05	1.34073545791802e-06
[Ruminococcus]	NoAbx6wkrec37	00300 Lysine biosynthesis	16	10	160	4.30450953666117e-06	1.48970606435336e-07
[Ruminococcus]	NoAbx6wkrec40	00300 Lysine biosynthesis	16	30	480	1.55628745371256e-05	4.46911819306007e-07
[Ruminococcus]	NoAbx6wkrec43	00300 Lysine biosynthesis	16	60	960	2.74481080163757e-05	8.93823638612014e-07
[Ruminococcus]	NoAbx6wkrec44	00300 Lysine biosynthesis	16	90	1440	4.32710456912498e-05	1.34073545791802e-06
Coprococcus	Cef6wkrec14	00300 Lysine biosynthesis	12	6.66666666667	80.00000000004	1.36595494431536e-06	7.44853032177051e-08
Coprococcus	Cef6wkrec17	00300 Lysine biosynthesis	11.0526315789474	13.83333333336	152.8947368424	2.63199160834047e-06	1.42355135426146e-07
Coprococcus	Cef6wkrec18	00300 Lysine biosynthesis	11.0526315789474	15.3333333333	169.473684210158	3.16821565398922e-06	1.57791234447611e-07
Coprococcus	Cef6wkrec19	00300 Lysine biosynthesis	11.0526315789474	16.333333333297	180.526315789072	3.13231588394933e-06	1.68081967128969e-07
Coprococcus	Cef6wkrec20	00300 Lysine biosynthesis	11.0526315789474	12.666666666673	140.00000000007	2.27360249384997e-06	1.30349280630984e-07
[Ruminococcus]	NoAbx33	00300 Lysine biosynthesis	16	70	1120	2.78945469923837e-05	1.04279424504735e-06
[Ruminococcus]	NoAbx6wkrec39	00300 Lysine biosynthesis	16	10	160	4.08532374526593e-06	1.48970606435336e-07
[Ruminococcus]	NoAbx31	00300 Lysine biosynthesis	16	50	800	2.26822314744093e-05	7.44853032176678e-07
[Ruminococcus]	NoAbx6wkrec41	00300 Lysine biosynthesis	16	80	1280	3.4248645693809e-05	1.19176485148269e-06
[Ruminococcus]	NoAbx6wkrec42	00300 Lysine biosynthesis	16	40	640	1.82106365898032e-05	5.95882425741343e-07
4	Cef6wkrec13	00240 Pyrimidine metabolism	23	791.00000000007	18193.0000000016	0.000450273630490361	1.69388890179894e-05
4	NoAbx29	00240 Pyrimidine metabolism	23	1421.0000000003	32683.0000000069	0.00106521768452231	3.04300395632944e-05
4	NoAbx31	00240 Pyrimidine metabolism	23	1049.99999999958	24149.9999999903	0.000684719862633458	2.24852509088245e-05
4	NoAbx32	00240 Pyrimidine metabolism	23	1141.00000000029	26243.0000000066	0.000752808992231676	2.44339726542719e-05
4	NoAbx33	00240 Pyrimidine metabolism	23	797.999999999622	18353.9999999913	0.000457121888837471	1.70887906907053e-05
4	NoAbx34	00240 Pyrimidine metabolism	23	664.999999999314	15294.9999999842	0.000375701268124916	1.42406589089132e-05
4	NoAbx35	00240 Pyrimidine metabolism	23	777.000000000063	17871.0000000014	0.000453544282293925	1.66390856725381e-05
4	NoAbx36	00240 Pyrimidine metabolism	23	777.000000000105	17871.0000000024	0.000540922792106852	1.6639085672539e-05
4	NoAbx6wkrec40	00240 Pyrimidine metabolism	23	1106.00000000078	25438.000000018	0.000824767505157669	2.36844642906547e-05
4	NoAbx6wkrec41	00240 Pyrimidine metabolism	23	699.999999999783	16099.999999995	0.000430783746617307	1.4990167272551e-05
4	NoAbx6wkrec43	00240 Pyrimidine metabolism	23	811.999999999839	18675.9999999963	0.000533980068035136	1.73885940361611e-05
7	Cef6wkrec13	00240 Pyrimidine metabolism	24.0701754385965	95.85	2307.12631578947	5.71009807184239e-05	2.148087539913e-06
7	Cef6wkrec15	00240 Pyrimidine metabolism	23.921686746988	271.75	6500.71837349398	0.000117405324288098	6.05259973977954e-06
7	Cef6wkrec16	00240 Pyrimidine metabolism	24.2	285.08333333326	6899.01666666489	0.000122614743405946	6.42344185400348e-06
7	Cef6wkrec17	00240 Pyrimidine metabolism	23.7142857142857	237.75	5638.07142857143	9.7056033410229e-05	5.24941824900016e-06
7	Cef6wkrec19	00240 Pyrimidine metabolism	24.2283464566929	185.5	4494.35826771654	7.7981704376973e-05	4.18454547924623e-06
7	Cef6wkrec20	00240 Pyrimidine metabolism	23.921686746988	203.16666666674	4860.08935743147	7.89279377384596e-05	4.52506536816555e-06
7	NoAbx29	00240 Pyrimidine metabolism	24.3214285714286	74.45	1810.73035714286	5.90160633457626e-05	1.68590999621527e-06
7	NoAbx31	00240 Pyrimidine metabolism	23.6148648648649	72.2	1704.99324324324	4.83413142569339e-05	1.5874617338381e-06
7	NoAbx32	00240 Pyrimidine metabolism	23.921686746988	120.6	2884.95542168675	8.27580834368313e-05	2.6860847419224e-06
7	NoAbx34	00240 Pyrimidine metabolism	24.6698113207547	148.116666666674	3654.01022012597	8.97558858087052e-05	3.40212574008175e-06
7	NoAbx35	00240 Pyrimidine metabolism	23.9308510638298	145.166666666674	3473.9618794328	8.81649346608292e-05	3.23448879945214e-06
7	NoAbx36	00240 Pyrimidine metabolism	25.2170542635659	179.4	4523.93953488372	0.000136931453445893	4.21208759992761e-06
7	NoAbx6wkrec37	00240 Pyrimidine metabolism	24.8117647058824	101.6	2520.87529411765	6.78195734016435e-05	2.34710200820351e-06
7	NoAbx6wkrec38	00240 Pyrimidine metabolism	24.2283464566929	152.43333333326	3693.20761154678	0.00010950661550749	3.43862110989826e-06
7	NoAbx6wkrec39	00240 Pyrimidine metabolism	25.0560747663551	168.083333333326	4211.50856697801	0.000107533599700414	3.92119365768953e-06
